project,area_bucket,district,market_segment,tenure,property_type,bedrooms_mode,median_buy_ttm,median_rent_ttm,gross_yield_ttm,payback_years_ttm,buy_count_ttm,rent_count_ttm,latest_buy_date,latest_rent_date
ROYAL HALLMARK,100-110,15,RCR,Freehold,Apartment,,,,,,0,0,2025-06-01,
D'NEST,60-70,18,,,,2,,3275.0,,,0,54,,2026-05-01
THE SCOTTS TOWER,50-60,9,CCR,103 yrs lease commencing from 2010,Condominium,1,1100000.0,4075.0,4.4455,22.495,1,38,2026-06-01,2026-05-01
MORIMASA GARDENS,200-210,11,,,,3,,7900.0,,,0,1,,2026-01-01
THE SPRINGBLOOM,140-150,19,OCR,99 yrs lease commencing from 1995,Condominium,3,2250000.0,5000.0,2.6667,37.5,1,1,2025-09-01,2025-10-01
TWIN VEW,160-170,5,,,,4,,9000.0,,,0,1,,2025-10-01
THE QUINN,50-60,19,OCR,Freehold,Apartment,1,835000.0,3000.0,4.3114,23.194,7,11,2025-12-01,2026-04-01
HERITAGE PLACE,60-70,7,,,,NA,,3650.0,,,0,1,,2025-09-01
THE PALETTE,130-140,18,OCR,99 yrs lease commencing from 2010,Condominium,3,2154000.0,5400.0,3.0084,33.241,2,1,2025-12-01,2025-08-01
NEWEST,110-120,5,,,,,,,,,0,0,,2025-07-01
ARTHUR 118,110-120,15,RCR,Freehold,Apartment,,,,,,0,0,2025-03-01,
THE SEAWIND,150-160,15,,,,4,,8300.0,,,0,1,,2026-03-01
GRANDEUR PARK RESIDENCES,160-170,16,OCR,99 yrs lease commencing from 2016,Condominium,,2818000.0,,,,1,0,2025-11-01,
KINGSFORD WATERBAY,100-110,19,OCR,99 yrs lease commencing from 2014,Apartment,,1580444.0,,,,4,0,2026-06-01,2025-06-01
HAUS ON HANDY,90-100,9,,,,3,,7999.0,,,0,1,,2025-08-01
PALMERA RESIDENCE,80-90,15,,,,,,,,,0,0,,2025-07-01
THE TOPIARY,80-90,28,OCR,99 yrs lease commencing from 2012,Executive Condominium,3,1390000.0,3800.0,3.2806,30.482,13,7,2026-05-01,2026-05-01
TANJONG PAGAR COMPLEX,210-220,2,,,,,,,,,0,0,,2025-07-01
NAVA GROVE,130-140,21,RCR,99 yrs lease commencing from 2024,Condominium,,3725350.0,,,,22,0,2026-06-01,
MARTIN PLACE RESIDENCES,160-170,9,CCR,Freehold,Condominium,,5168800.0,,,,1,0,2026-02-01,
THE ARCADY AT BOON KENG,70-80,12,RCR,Freehold,Apartment,,2023500.0,,,,6,0,2026-05-01,
FORESQUE RESIDENCES,220-230,23,OCR,99 yrs lease commencing from 2011,Condominium,,,,,,0,0,2025-05-01,
PARK NATURA,230-240,23,,,,4,,6250.0,,,0,1,,2025-11-01
THE COMMODORE,150-160,27,OCR,99 yrs lease commencing from 2020,Condominium,,2850000.0,,,,1,0,2025-12-01,
CHILTERN PARK,100-110,19,,,,2,,4000.0,,,0,5,,2026-01-01
ATRIUM RESIDENCES,70-80,14,,,,2,,3700.0,,,0,4,,2026-04-01
BUCKLEY 18,140-150,11,,,,3,,7100.0,,,0,4,,2026-03-01
KELIVILLE,140-150,20,,,,3,,4800.0,,,0,5,,2025-11-01
SILVERSEA,220-230,15,RCR,99 yrs lease commencing from 2007,Condominium,4,4950000.0,12500.0,3.0303,33.0,1,1,2025-09-01,2025-12-01
BELLA CASITA,80-90,15,,,,2,,4000.0,,,0,2,,2026-05-01
PARC RIVIERA,110-120,5,OCR,99 yrs lease commencing from 2015,Condominium,,2120000.0,,,,6,0,2026-06-01,
DUO RESIDENCES,30-40,7,CCR,99 yrs lease commencing from 2011,Apartment,NA,970000.0,3725.0,4.6082,21.7,1,22,2025-08-01,2026-05-01
SOPHIA HILLS,40-50,9,CCR,99 yrs lease commencing from 2013,Condominium,1,1046000.0,3750.0,4.3021,23.244,2,6,2026-02-01,2026-04-01
THE HYDE,70-80,10,CCR,Freehold,Condominium,2,2498000.0,6000.0,2.8823,34.694,1,7,2025-10-01,2026-05-01
NOVO PLACE,100-110,24,OCR,99 yrs lease commencing from 2023,Executive Condominium,,2035000.0,,,,1,0,2026-04-01,
WATERBAY,180-190,19,OCR,99 yrs lease commencing from 2012,Executive Condominium,,2168000.0,,,,1,0,2025-10-01,
BUKIT REGENCY,140-150,21,RCR,Freehold,Condominium,NA,,4850.0,,,0,4,2025-02-01,2026-04-01
VALLEY PARK,150-160,10,CCR,999 yrs lease commencing from 1877,Condominium,3,3850000.0,7400.0,2.3065,43.356,3,25,2026-05-01,2026-05-01
THE TRESOR,260-270,10,,,,4,,6300.0,,,0,1,,2026-03-01
WATERTOWN,130-140,19,,,,4,,6600.0,,,0,1,,2025-12-01
TANGLIN PARK,90-100,10,CCR,Freehold,Condominium,2,2650000.0,5350.0,2.4226,41.277,3,22,2025-12-01,2026-05-01
THE JADE,160-170,23,,,,,,,,,0,0,,2025-04-01
RESIDENCES @ SOMME,70-80,8,,,,1,,3200.0,,,0,2,,2026-05-01
THE MEZZO,70-80,12,RCR,Freehold,Apartment,2,1468000.0,3800.0,3.1063,32.193,3,37,2026-04-01,2026-05-01
SANCTUARY@NEWTON,100-110,11,CCR,Freehold,Apartment,,3437000.0,,,,1,0,2025-08-01,
HUDSON PLACE RESIDENCES,60-70,5,RCR,99 yrs lease commencing from 2025,Apartment,,1656000.0,,,,145,0,2026-07-01,
TREASURE AT TAMPINES,80-90,18,OCR,99 yrs lease commencing from 2018,Condominium,3,1675000.0,4300.0,3.0806,32.461,17,31,2026-06-01,2026-05-01
NEWTON GEMS,220-230,11,,,,4,,11650.0,,,0,2,,2026-03-01
RIO VISTA,90-100,19,OCR,99 yrs lease commencing from 2001,Condominium,2,1190000.0,3550.0,3.5798,27.934,2,2,2026-01-01,2026-05-01
CUBE 8,170-180,11,CCR,Freehold,Condominium,4,4088000.0,8000.0,2.3483,42.583,1,1,2026-06-01,2025-09-01
WATERFRONT ISLE,80-90,16,OCR,99 yrs lease commencing from 2009,Condominium,2,1447500.0,4000.0,3.3161,30.156,4,30,2025-09-01,2026-05-01
THE ANCHORAGE,170-180,3,RCR,Freehold,Condominium,2,3660000.0,5200.0,1.7049,58.654,1,1,2026-04-01,2025-10-01
SENNETT RESIDENCE,50-60,13,,,,1,,3400.0,,,0,28,,2026-05-01
THE CATHAY RESIDENCE,160-170,9,,,,4,,9900.0,,,0,1,,2026-04-01
LANGSTON VILLE,170-180,9,,,,3,,7200.0,,,0,1,,2026-03-01
HERITAGE PLACE,150-160,7,,,,NA,,7000.0,,,0,1,,2026-03-01
THE SKYWOODS,100-110,23,OCR,99 yrs lease commencing from 2012,Condominium,3,2100000.0,5625.0,3.2143,31.111,1,6,2025-08-01,2026-05-01
THE MORNINGTON,110-120,12,RCR,Freehold,Apartment,3,1688000.0,4900.0,3.4834,28.707,1,5,2025-10-01,2026-05-01
THE LEVELZ,100-110,10,,,,1,,4200.0,,,0,1,,2025-10-01
THE ARMADALE,140-150,11,,,,2,,4750.0,,,0,3,,2026-04-01
THE TRE VER,90-100,13,RCR,99 yrs lease commencing from 2018,Condominium,3,2270000.0,6300.0,3.3304,30.026,3,1,2026-05-01,2025-10-01
EASTSIDE LOFT,50-60,15,,,,,,,,,0,0,,2025-03-01
SIGLAP COURT,60-70,15,,,,,,,,,0,0,,2025-01-01
TERESA VILLE,180-190,4,RCR,Freehold,Condominium,3,,6000.0,,,0,16,2025-05-01,2026-05-01
APLETON VIEW,110-120,11,CCR,Freehold,Apartment,3,2420000.0,5000.0,2.4793,40.333,2,5,2026-05-01,2025-12-01
15 HOLLAND HILL,230-240,10,,,,4,,18000.0,,,0,1,,2026-04-01
HILLSTA,50-60,23,OCR,99 yrs lease commencing from 2011,Condominium,1,790000.0,2900.0,4.4051,22.701,7,33,2026-05-01,2026-05-01
THE PARC CONDOMINIUM,220-230,5,,,,5,,7650.0,,,0,2,,2025-11-01
CASA MERAH,90-100,16,OCR,99 yrs lease commencing from 2006,Apartment,2,,4125.0,,,0,2,2025-07-01,2026-05-01
MIDTOWN RESIDENCES,60-70,19,OCR,99 yrs lease commencing from 2013,Apartment,2,1043750.0,3350.0,3.8515,25.964,4,16,2026-06-01,2026-05-01
TRELLIS TOWERS,60-70,12,,,,2,,3500.0,,,0,12,,2026-05-01
BIJOU,100-110,5,,,,,,,,,0,0,,2025-07-01
LIBERTE,70-80,10,,,,2,,4300.0,,,0,6,,2026-04-01
ONE JERVOIS,>300,10,,,,,,,,,0,0,,2025-01-01
ONE-NORTH RESIDENCES,140-150,5,,,,4,,7500.0,,,0,6,,2025-12-01
SEASIDE RESIDENCES,30-40,15,OCR,99 yrs lease commencing from 2016,Apartment,1,960000.0,3300.0,4.125,24.242,1,5,2026-05-01,2026-05-01
BEACON HEIGHTS,130-140,12,,,,,,,,,0,0,,2025-03-01
PARC BLEU,60-70,15,OCR,Freehold,Apartment,2,1160000.0,3200.0,3.3103,30.208,1,3,2025-08-01,2026-01-01
FIFTEEN ROBIN,170-180,10,,,,,,,,,0,0,,2025-04-01
URBAN LOFTS,110-120,8,,,,2,,4500.0,,,0,1,,2026-05-01
POSHGROVE EAST,130-140,15,OCR,Freehold,Condominium,3,2680000.0,5000.0,2.2388,44.667,1,1,2026-05-01,2025-08-01
CYAN,90-100,10,CCR,Freehold,Condominium,2,2720000.0,5800.0,2.5588,39.08,3,20,2026-04-01,2026-05-01
SUITES@BRADDELL,40-50,13,,,,1,,2500.0,,,0,3,,2026-01-01
JUPITER 18,50-60,15,RCR,Freehold,Apartment,2,1100000.0,3300.0,3.6,27.778,1,5,2025-09-01,2026-03-01
LENTOR MANSION,130-140,26,OCR,99 yrs lease commencing from 2023,Apartment,,3246000.0,,,,3,0,2025-11-01,
NORTHWAVE,110-120,25,OCR,99 yrs lease commencing from 2015,Executive Condominium,,1710000.0,,,,1,0,2026-05-01,
RESIDENTIAL APARTMENTS,190-200,14,RCR,Freehold,Apartment,,4320000.0,,,,1,0,2026-05-01,
THE PATERSON,300-350,9,CCR,Freehold,Condominium,,6500000.0,,,,1,0,2026-04-01,
RESIDENTIAL APARTMENTS,150-160,12,RCR,Freehold,Apartment,,2229444.0,,,,2,0,2026-02-01,
LAKEVILLE,130-140,22,OCR,99 yrs lease commencing from 2013,Condominium,4,2550000.0,7400.0,3.4824,28.716,3,4,2026-06-01,2025-09-01
PARC REGENCY,150-160,5,RCR,Freehold,Apartment,3,2550000.0,6300.0,2.9647,33.73,1,1,2026-04-01,2026-03-01
HALLMARK RESIDENCES,270-280,10,CCR,Freehold,Condominium,,4860000.0,,,,1,0,2025-10-01,2025-01-01
WATERLOO VIEW,160-170,7,,,,,,,,,0,0,,2025-01-01
RIVERSOUND RESIDENCE,140-150,19,OCR,99 yrs lease commencing from 2011,Condominium,,,,,,0,0,2025-04-01,
PARC VISTA,140-150,22,OCR,99 yrs lease commencing from 1995,Condominium,3,1750000.0,4625.0,3.1714,31.532,1,2,2025-12-01,2025-09-01
TANGERINE GROVE,110-120,19,OCR,Freehold,Condominium,3,2130000.0,4900.0,2.7606,36.224,1,5,2026-03-01,2026-04-01
UE SQUARE,90-100,9,CCR,929 yrs lease commencing from 1953,Apartment,2,2430000.0,5200.0,2.5679,38.942,4,25,2026-01-01,2026-05-01
FORTUNE SPRING,110-120,15,,,,,,,,,0,0,,2025-01-01
IVORY HEIGHTS,130-140,22,,,,NA,,4800.0,,,0,33,,2026-05-01
THE HILL @ONE-NORTH,70-80,5,RCR,99 yrs lease commencing from 2022,Apartment,,1898750.0,,,,9,0,2026-01-01,
EAST PALM,90-100,15,OCR,Freehold,Apartment,2,,3950.0,,,0,4,2025-04-01,2026-04-01
FOREST HILLS CONDOMINIUM,100-110,26,OCR,99 yrs lease commencing from 2000,Condominium,3,,3800.0,,,0,1,2025-06-01,2026-01-01
IRIDIUM,60-70,11,,,,2,,4900.0,,,0,2,,2026-01-01
LE MERRITT,110-120,15,,,,3,,5100.0,,,0,1,,2025-08-01
THE LINQ @ BEAUTY WORLD,60-70,21,RCR,Freehold,Apartment,2,1838000.0,4100.0,2.6768,37.358,1,4,2025-08-01,2026-05-01
ASTRID MEADOWS,170-180,10,,,,NA,,8200.0,,,0,1,,2026-04-01
MARTIA RESIDENCE,180-190,15,OCR,Freehold,Apartment,,,,,,0,0,2025-02-01,
PALM OASIS,140-150,15,,,,3,,4400.0,,,0,1,,2026-01-01
FRAGRANCE COURT,150-160,5,,,,,,,,,0,0,,2025-05-01
LENTOR MODERN,140-150,26,OCR,99 yrs lease commencing from 2021,Apartment,NA,3500000.0,8250.0,2.8286,35.354,3,8,2026-05-01,2026-05-01
PARBURY HILL CONDOMINIUM,110-120,16,OCR,Freehold,Condominium,3,,5025.0,,,0,4,2025-04-01,2025-12-01
ROYALGREEN,60-70,10,CCR,Freehold,Condominium,2,1850000.0,4500.0,2.9189,34.259,6,39,2026-05-01,2026-05-01
SKYPARK RESIDENCES,140-150,27,OCR,99 yrs lease commencing from 2013,Executive Condominium,4,2330000.0,5750.0,2.9614,33.768,4,3,2026-06-01,2026-03-01
SOUTHAVEN II,170-180,21,OCR,999 yrs lease commencing from 1877,Condominium,3,,5925.0,,,0,2,2025-04-01,2026-05-01
NORTH PARK RESIDENCES,50-60,27,OCR,99 yrs lease commencing from 2015,Apartment,1,1143000.0,3300.0,3.4646,28.864,4,49,2026-05-01,2026-05-01
VALLEY MANSION,100-110,9,CCR,Freehold,Apartment,3,,4500.0,,,0,3,2025-06-01,2026-05-01
NASSIM JADE,270-280,10,CCR,Freehold,Condominium,4,6925000.0,13000.0,2.2527,44.391,1,1,2026-02-01,2026-04-01
JIA,160-170,9,CCR,Freehold,Apartment,,,,,,0,0,2025-07-01,
SAGE,270-280,10,,,,4,,19750.0,,,0,2,,2026-03-01
THE ARCADY AT BOON KENG,130-140,12,RCR,Freehold,Apartment,,3813235.0,,,,4,0,2026-05-01,
PANDAN VALLEY,100-110,21,RCR,Freehold,Condominium,1,1908888.0,4000.0,2.5146,39.768,1,1,2026-04-01,2025-09-01
ASTOR,70-80,14,,,,2,,3500.0,,,0,3,,2026-04-01
SUNSHINE PLAZA,70-80,7,RCR,99 yrs lease commencing from 1997,Apartment,2,1260000.0,4300.0,4.0952,24.419,2,9,2026-02-01,2026-05-01
THE AVENIR,140-150,9,CCR,Freehold,Condominium,3,5030000.0,13100.0,3.1252,31.997,1,6,2025-11-01,2026-05-01
KOON SENG HOUSE,90-100,15,RCR,Freehold,Apartment,,,,,,0,0,2025-05-01,
TEXTILE CENTRE,90-100,7,,,,2,,3600.0,,,0,1,,2026-02-01
PATERSON SUITES,150-160,9,CCR,Freehold,Condominium,3,4919844.0,10000.0,2.4391,40.999,2,12,2026-01-01,2026-05-01
THE CENTRIO,50-60,12,RCR,Freehold,Apartment,1,,3000.0,,,0,5,2025-03-01,2026-02-01
D'ECOSIA,110-120,15,,,,3,,5500.0,,,0,1,,2026-04-01
PARK RESIDENCES KOVAN,20-30,19,,,,1,,2450.0,,,0,4,,2026-05-01
THE SUITES AT CENTRAL,130-140,9,CCR,Freehold,Condominium,3,3510000.0,8500.0,2.906,34.412,2,15,2026-02-01,2026-05-01
THE METZ,50-60,9,CCR,Freehold,Condominium,1,1467500.0,4200.0,3.4344,29.117,2,27,2025-12-01,2026-05-01
THE HYDE,130-140,10,,,,3,,9800.0,,,0,1,,2026-01-01
THE CORNWALL,50-60,10,CCR,Freehold,Condominium,1,,3600.0,,,0,3,2025-06-01,2026-05-01
SING LIAN BUILDING,180-190,14,,,,NA,,4250.0,,,0,1,,2026-04-01
BAYOU RESIDENCE,150-160,19,OCR,Freehold,Apartment,,,,,,0,0,2025-06-01,
GRAMERCY PARK,190-200,10,,,,3,,12000.0,,,0,5,,2026-03-01
NEWTON LODGE,110-120,11,,,,2,,4300.0,,,0,2,,2025-12-01
STIRLING RESIDENCES,70-80,3,RCR,99 yrs lease commencing from 2017,Apartment,2,1849900.0,5300.0,3.438,29.086,8,20,2026-05-01,2026-05-01
THE MEZZO,130-140,12,,,,2,,4750.0,,,0,2,,2026-05-01
NOVENA SUITES,70-80,11,,,,1,,4050.0,,,0,8,,2026-05-01
SIMEI GREEN CONDOMINIUM,80-90,18,,,Executive Condominium,3,,3800.0,,,0,25,,2026-05-01
EAST VIEW,220-230,15,,,,,,,,,0,0,,2025-05-01
VOGX,190-200,8,,,,3,,5500.0,,,0,1,,2025-11-01
CHARLESTON,90-100,10,CCR,Freehold,Apartment,2,1968000.0,4100.0,2.5,40.0,1,3,2025-09-01,2026-05-01
MELROSE VILLE,40-50,15,,,,,,,,,0,0,,2025-07-01
THE MAYLEA,150-160,5,RCR,Freehold,Condominium,3,2630000.0,5950.0,2.7148,36.835,1,1,2025-08-01,2025-10-01
THE SCALA,150-160,19,,,,3,,7100.0,,,0,2,,2026-02-01
CITY SQUARE RESIDENCES,60-70,8,,,,1,,4000.0,,,0,1,,2025-11-01
GILSTEAD MANSION,140-150,11,,,,3,,5525.0,,,0,2,,2026-03-01
VENTURA VIEW,40-50,15,RCR,Freehold,Apartment,,710000.0,,,,1,0,2026-01-01,2025-03-01
MAPLE WOODS,270-280,21,RCR,Freehold,Condominium,4,6000000.0,10200.0,2.04,49.02,2,3,2026-06-01,2026-04-01
TIARA,120-130,9,CCR,Freehold,Condominium,3,3260000.0,6600.0,2.4294,41.162,3,13,2026-02-01,2026-05-01
THE VERANDAH RESIDENCES,100-110,5,,,,3,,5300.0,,,0,1,,2025-12-01
GUILIN VIEW,150-160,23,OCR,99 yrs lease commencing from 1996,Condominium,4,2015000.0,5000.0,2.9777,33.583,2,1,2026-06-01,2025-10-01
WOODHAVEN,70-80,25,OCR,99 yrs lease commencing from 2011,Condominium,2,1100000.0,3700.0,4.0364,24.775,1,8,2026-02-01,2026-04-01
ARINA EAST RESIDENCES,90-100,15,RCR,Freehold,Apartment,,2688000.0,,,,7,0,2026-04-01,
PALMWOODS,100-110,16,,,,3,,4500.0,,,0,1,,2025-12-01
SCENECA RESIDENCE,140-150,16,OCR,99 yrs lease commencing from 2021,Apartment,,3028000.0,,,,1,0,2025-09-01,
THE COURTYARD,90-100,19,,,,,,,,,0,0,,2025-05-01
ROBERTSON EDGE,90-100,9,,,,2,,4500.0,,,0,1,,2025-11-01
THE SPRINGS,90-100,11,CCR,Freehold,Apartment,2,1960000.0,4300.0,2.6327,37.984,3,7,2025-09-01,2026-03-01
THE SORRENTO,70-80,5,OCR,Freehold,Condominium,2,1400000.0,4500.0,3.8571,25.926,1,1,2025-09-01,2025-10-01
EAST GALLERIA,80-90,15,RCR,Freehold,Apartment,2,1950000.0,4425.0,2.7231,36.723,1,2,2025-09-01,2025-11-01
HOUGANG GREEN,100-110,19,OCR,99 yrs lease commencing from 1994,Apartment,3,1019444.0,4250.0,5.0027,19.989,2,6,2026-02-01,2026-05-01
RIVERVALE CREST,130-140,19,OCR,99 yrs lease commencing from 1997,Apartment,3,1510000.0,3800.0,3.0199,33.114,2,1,2026-05-01,2025-08-01
AMBER POINT,150-160,15,RCR,Freehold,Condominium,NA,3951000.0,6300.0,1.9134,52.262,2,12,2026-03-01,2026-05-01
THE MINT RESIDENCES,150-160,15,,,,3,,4800.0,,,0,1,,2025-11-01
THE POIZ RESIDENCES,50-60,13,RCR,99 yrs lease commencing from 2014,Apartment,2,1159000.0,3700.0,3.8309,26.104,4,15,2026-05-01,2026-05-01
SELETARIS,120-130,27,OCR,Freehold,Condominium,3,1810000.0,4000.0,2.6519,37.708,2,8,2026-04-01,2026-05-01
PEBBLE BAY,250-260,15,,,,4,,12500.0,,,0,1,,2026-04-01
LAKE GRANDE,110-120,22,,,,4,,6800.0,,,0,1,,2026-03-01
PARC IMPERIAL,110-120,5,RCR,Freehold,Condominium,,1648888.0,,,,1,0,2025-08-01,
NEWTON ONE,500-550,11,CCR,Freehold,Condominium,,12000000.0,,,,1,0,2026-03-01,
ONE CLAYMORE,180-190,9,CCR,Freehold,Apartment,NA,3000000.0,6500.0,2.6,38.462,1,13,2025-10-01,2026-04-01
WATERMARK ROBERTSON QUAY,170-180,9,CCR,Freehold,Apartment,4,4100000.0,10150.0,2.9707,33.662,1,2,2025-08-01,2026-02-01
THE ADARA,100-110,15,RCR,Freehold,Apartment,,,,,,0,0,2025-06-01,
AVENUE SOUTH RESIDENCE,90-100,3,RCR,99 yrs lease commencing from 2018,Apartment,3,2170000.0,5800.0,3.2074,31.178,1,1,2026-05-01,2025-09-01
SUITES AT BUKIT TIMAH,60-70,21,,,,1,,3000.0,,,0,1,,2026-04-01
THE TRUMPS,220-230,14,,,,,,,,,0,0,,2025-04-01
PEAK RESIDENCE,50-60,11,,,,1,,3400.0,,,0,2,,2026-04-01
RESIDENCES BOTANIQUE,70-80,19,,,,2,,3450.0,,,0,2,,2026-01-01
HILLS TWOONE,60-70,23,OCR,Freehold,Apartment,3,1168888.0,4100.0,4.2091,23.758,1,2,2026-03-01,2026-03-01
EASTBAY,60-70,15,OCR,Freehold,Apartment,1,1139444.0,3175.0,3.3437,29.907,2,2,2026-06-01,2026-05-01
ENVIO,90-100,15,,,,2,,4300.0,,,0,2,,2026-02-01
SKYSUITES17,90-100,12,,,,3,,5300.0,,,0,4,,2026-05-01
KENG SOON BLDG,220-230,7,,,,4,,8350.0,,,0,2,,2026-01-01
THE LANAI,90-100,23,OCR,999 yrs lease commencing from 1885,Condominium,3,1700000.0,4500.0,3.1765,31.481,1,12,2025-11-01,2026-05-01
ZYANYA,120-130,14,,,,NA,,6800.0,,,0,1,,2025-09-01
THE BEACON,210-220,2,,,,,,,,,0,0,,2025-07-01
TURQUOISE,190-200,4,CCR,99 yrs lease commencing from 2007,Condominium,3,3100000.0,10000.0,3.871,25.833,1,3,2025-08-01,2026-04-01
UPPERHOUSE AT ORCHARD BOULEVARD,70-80,10,CCR,99 yrs lease commencing from 2024,Apartment,,2641000.0,,,,7,0,2025-09-01,
THE WATER EDGE,50-60,14,RCR,Freehold,Apartment,,820000.0,,,,1,0,2025-10-01,
D' HILLSIDE LOFT,190-200,5,,,,3,,5600.0,,,0,1,,2026-05-01
THE INFLORA,140-150,17,OCR,99 yrs lease commencing from 2012,Condominium,3,1728000.0,4800.0,3.3333,30.0,1,1,2025-10-01,2025-12-01
BLUWATERS,250-260,17,OCR,946 yrs lease commencing from 1938,Apartment,,2308000.0,,,,1,0,2025-10-01,
SKIES MILTONIA,110-120,27,OCR,99 yrs lease commencing from 2012,Condominium,,1438000.0,,,,1,0,2026-04-01,
CLAYDENCE,70-80,15,RCR,Freehold,Apartment,NA,1957140.0,4700.0,2.8818,34.701,2,1,2026-04-01,2026-03-01
SUNSTONE HILL,30-40,5,,,,NA,,3075.0,,,0,2,,2026-01-01
ARC AT TAMPINES,80-90,18,OCR,99 yrs lease commencing from 2011,Executive Condominium,3,1358000.0,4275.0,3.7776,26.472,7,10,2026-06-01,2026-04-01
JOOL SUITES,60-70,8,,,,1,,3200.0,,,0,3,,2026-04-01
JEWEL @ BUANGKOK,40-50,19,OCR,99 yrs lease commencing from 2012,Condominium,1,815000.0,2850.0,4.1963,23.83,2,30,2026-06-01,2026-05-01
THE FLORENTINE,80-90,19,,,,2,,3300.0,,,0,2,,2026-04-01
RIVERGATE,190-200,9,CCR,Freehold,Apartment,4,6213000.0,13000.0,2.5109,39.827,2,14,2026-06-01,2026-04-01
THOMSON THREE,170-180,20,,,,4,,7100.0,,,0,2,,2026-05-01
CENTRA STUDIOS,30-40,14,RCR,Freehold,Apartment,1,675888.0,2800.0,4.9712,20.116,1,19,2025-09-01,2026-04-01
EUPHONY GARDENS,80-90,27,OCR,99 yrs lease commencing from 1998,Condominium,2,785000.0,3250.0,4.9682,20.128,1,2,2025-09-01,2026-05-01
PARC SOMME,40-50,8,,,,1,,3250.0,,,0,4,,2026-05-01
GALAXY TOWERS,130-140,15,,,,3,,4200.0,,,0,2,,2026-02-01
KOVAN JEWEL,90-100,19,,,,3,,5200.0,,,0,2,,2026-05-01
THE CATHAY RESIDENCE,110-120,9,,,,2,,6279.0,,,0,1,,2025-08-01
SUNSHINE PLAZA,130-140,7,RCR,99 yrs lease commencing from 1997,Apartment,3,1840000.0,5600.0,3.6522,27.381,1,1,2026-06-01,2026-03-01
CAIRNHILL CREST,70-80,9,CCR,Freehold,Condominium,1,,4400.0,,,0,17,2025-03-01,2026-05-01
BLISS VILLE,100-110,14,OCR,Freehold,Apartment,,1800000.0,,,,1,0,2026-04-01,2025-07-01
MANDALE HEIGHTS,80-90,11,,,,,,,,,0,0,,2025-05-01
CELESTIA,120-130,15,RCR,Freehold,Apartment,,2200000.0,,,,1,0,2026-02-01,
THE PATERSON EDGE,70-80,9,,,,2,,5900.0,,,0,1,,2026-01-01
CENTRAL GREEN CONDOMINIUM,120-130,3,RCR,99 yrs lease commencing from 1992,Condominium,3,2284000.0,5600.0,2.9422,33.988,4,1,2026-05-01,2025-09-01
RIVER ISLES,170-180,19,,,,3,,5100.0,,,0,1,,2026-04-01
MOUNT ROSIE GARDEN,270-280,11,CCR,Freehold,Condominium,,,,,,0,0,2025-06-01,
THE MARQUE @ IRRAWADDY,90-100,12,RCR,Freehold,Apartment,3,1690000.0,4500.0,3.1953,31.296,1,5,2025-09-01,2026-03-01
ELTA,70-80,5,OCR,99 yrs lease commencing from 2024,Apartment,,2248000.0,,,,1,0,2026-03-01,
SUMMER SCENT,150-160,19,OCR,999 yrs lease commencing from 1883,Apartment,,,,,,0,0,2025-07-01,
MOUNTBATTEN SUITES,50-60,15,,,,1,,2800.0,,,0,3,,2026-05-01
PALM GROVE CONDOMINIUM,170-180,19,OCR,999 yrs lease commencing from 1878,Condominium,3,2750000.0,5000.0,2.1818,45.833,1,1,2025-12-01,2025-09-01
PARC ESTA,40-50,14,RCR,99 yrs lease commencing from 2018,Apartment,1,985000.0,3600.0,4.3858,22.801,23,80,2026-06-01,2026-05-01
TIVOLI GRANDE,140-150,15,RCR,Freehold,Apartment,,,,,,0,0,2025-03-01,
ECO,60-70,16,OCR,99 yrs lease commencing from 2012,Condominium,1,935000.0,3200.0,4.107,24.349,4,22,2026-06-01,2026-05-01
BLU CORAL,80-90,15,,,,2,,3600.0,,,0,3,,2026-03-01
EAST SIGNATURE,90-100,15,OCR,Freehold,Apartment,3,,4850.0,,,0,1,2025-03-01,2025-12-01
NASSIM JADE,260-270,10,,,,4,,16100.0,,,0,1,,2026-03-01
HILLVIEW REGENCY,80-90,23,OCR,99 yrs lease commencing from 2000,Condominium,2,1010000.0,3400.0,4.0396,24.755,3,17,2026-04-01,2026-04-01
CORALS AT KEPPEL BAY,70-80,4,RCR,99 yrs lease commencing from 2007,Condominium,2,,5550.0,,,0,3,2025-04-01,2026-05-01
SAGE,260-270,10,,,,4,,20000.0,,,0,5,,2026-04-01
HIJAUAN,160-170,9,,,,,,,,,0,0,,2025-06-01
SIN MING PLAZA,210-220,20,,,,3,,4400.0,,,0,1,,2025-09-01
STUDIO 3,140-150,10,,,,2,,6000.0,,,0,1,,2025-11-01
COASTAL VIEW RESIDENCES,70-80,17,,,,2,,3000.0,,,0,2,,2026-03-01
J GATEWAY,170-180,22,,,,4,,9900.0,,,0,2,,2025-09-01
THE REEF AT KING'S DOCK,120-130,4,,,,3,,10500.0,,,0,1,,2025-12-01
THE LAKEGARDEN RESIDENCES,70-80,22,OCR,99 yrs lease commencing from 2023,Apartment,,1668000.0,,,,1,0,2026-01-01,
EASTWOOD REGENCY,40-50,16,OCR,Freehold,Apartment,1,828000.0,2600.0,3.7681,26.538,3,13,2026-06-01,2026-05-01
PINEVALE,120-130,18,OCR,99 yrs lease commencing from 1997,Executive Condominium,3,1620000.0,5000.0,3.7037,27.0,1,1,2025-10-01,2025-11-01
THE COLONNADE,>300,10,,,,3,,18600.0,,,0,17,,2026-05-01
