prospect_id,audience_segment,market,primary_device,sessions_in_journey,touch_pattern,engaged_sessions,unique_channels,first_touch_channel,lead_touch_channel,last_touch_channel,lead_flag,enrollment_equivalent_flag,days_to_lead,days_to_enrollment,transaction_revenue,journey_path
MKG-00180,Promo Responders,National Market,Mobile,1,Single-touch,1,1,Email,,Email,0,0,,,0.0,Email
MKG-00181,Research-Heavy Browsers,Regional Market,Desktop,3,Three-touch,2,3,Email,,Paid Social,0,0,,,0.0,Email > Direct > Paid Social
MKG-00182,Cross-Border Shoppers,International Market,Mobile,5,Four-plus,2,3,Direct,Direct,Direct,1,1,19.0,19.0,116.67,Direct > Email > Paid Search > Direct > Direct
MKG-00183,Research-Heavy Browsers,Core Market,Desktop,3,Three-touch,3,3,Organic Search,,Paid Search,0,0,,,0.0,Organic Search > Paid Social > Paid Search
MKG-00184,Promo Responders,Regional Market,Desktop,1,Single-touch,1,1,Paid Search,,Paid Search,0,0,,,0.0,Paid Search
MKG-00185,Research-Heavy Browsers,Core Market,Tablet,4,Four-plus,3,2,Direct,,Email,0,0,,,0.0,Direct > Email > Direct > Email
MKG-00186,Research-Heavy Browsers,Regional Market,Mobile,4,Four-plus,1,4,Organic Search,,Paid Social,0,0,,,0.0,Organic Search > Email > Paid Search > Paid Social
MKG-00187,Brand Returners,National Market,Mobile,5,Four-plus,3,3,Referral,Referral,Paid Search,1,1,0.0,20.0,136.84,Referral > Paid Social > Paid Social > Paid Search > Paid Search
MKG-00188,Brand Returners,National Market,Desktop,3,Three-touch,3,2,Paid Search,Paid Search,Paid Search,1,0,3.0,,0.0,Paid Search > Direct > Paid Search
MKG-00189,Cross-Border Shoppers,National Market,Tablet,5,Four-plus,4,5,Organic Search,Direct,Email,1,1,1.0,12.0,153.82,Organic Search > Direct > Paid Search > Paid Social > Email
MKG-00190,Research-Heavy Browsers,Regional Market,Mobile,2,Two-touch,2,1,Paid Social,,Paid Social,0,0,,,0.0,Paid Social > Paid Social
MKG-00191,Cross-Border Shoppers,International Market,Desktop,3,Three-touch,2,3,Organic Search,Referral,Referral,1,1,7.0,7.0,132.42,Organic Search > Direct > Referral
MKG-00192,Research-Heavy Browsers,Core Market,Mobile,2,Two-touch,2,2,Email,Email,Referral,1,0,0.0,,0.0,Email > Referral
MKG-00193,Research-Heavy Browsers,National Market,Desktop,4,Four-plus,2,3,Email,Referral,Referral,1,1,13.0,13.0,139.07,Email > Email > Paid Search > Referral
MKG-00194,Brand Returners,National Market,Mobile,5,Four-plus,4,3,Email,Organic Search,Email,1,1,5.0,16.0,144.28,Email > Organic Search > Organic Search > Referral > Email
MKG-00195,Cross-Border Shoppers,International Market,Desktop,3,Three-touch,3,2,Organic Search,,Email,0,0,,,0.0,Organic Search > Organic Search > Email
MKG-00196,Cross-Border Shoppers,National Market,Desktop,3,Three-touch,0,2,Referral,,Paid Social,0,0,,,0.0,Referral > Referral > Paid Social
MKG-00197,Cross-Border Shoppers,International Market,Mobile,1,Single-touch,0,1,Email,,Email,0,0,,,0.0,Email
MKG-00198,Research-Heavy Browsers,Regional Market,Desktop,3,Three-touch,1,3,Paid Social,Referral,Referral,1,0,9.0,,0.0,Paid Social > Paid Search > Referral
MKG-00199,Promo Responders,National Market,Desktop,3,Three-touch,2,3,Paid Search,Paid Search,Paid Social,1,0,0.0,,0.0,Paid Search > Direct > Paid Social
MKG-00200,Brand Returners,National Market,Mobile,1,Single-touch,0,1,Organic Search,,Organic Search,0,0,,,0.0,Organic Search
MKG-00201,Research-Heavy Browsers,Core Market,Mobile,4,Four-plus,2,2,Referral,,Organic Search,0,0,,,0.0,Referral > Organic Search > Referral > Organic Search
MKG-00202,Research-Heavy Browsers,Regional Market,Mobile,5,Four-plus,4,4,Paid Social,Direct,Email,1,1,11.0,21.0,146.22,Paid Social > Referral > Direct > Direct > Email
MKG-00203,Research-Heavy Browsers,Regional Market,Mobile,4,Four-plus,2,3,Email,Email,Direct,1,1,0.0,16.0,129.18,Email > Direct > Paid Social > Direct
MKG-00204,Research-Heavy Browsers,National Market,Mobile,4,Four-plus,4,2,Direct,Email,Email,1,0,5.0,,0.0,Direct > Email > Direct > Email
MKG-00205,Promo Responders,Regional Market,Mobile,5,Four-plus,4,3,Organic Search,Organic Search,Paid Search,1,1,12.0,19.0,159.59,Organic Search > Email > Organic Search > Organic Search > Paid Search
MKG-00206,Promo Responders,National Market,Mobile,2,Two-touch,1,2,Paid Search,,Email,0,0,,,0.0,Paid Search > Email
MKG-00207,Cross-Border Shoppers,National Market,Mobile,3,Three-touch,1,3,Direct,,Organic Search,0,0,,,0.0,Direct > Referral > Organic Search
MKG-00208,Cross-Border Shoppers,International Market,Mobile,2,Two-touch,0,2,Referral,Referral,Paid Search,1,1,0.0,4.0,99.78,Referral > Paid Search
MKG-00209,Research-Heavy Browsers,National Market,Mobile,1,Single-touch,0,1,Paid Social,,Paid Social,0,0,,,0.0,Paid Social
MKG-00210,Promo Responders,Core Market,Mobile,2,Two-touch,0,2,Paid Social,,Paid Search,0,0,,,0.0,Paid Social > Paid Search
MKG-00211,Promo Responders,National Market,Desktop,2,Two-touch,1,2,Organic Search,Organic Search,Direct,1,1,0.0,3.0,113.27,Organic Search > Direct
MKG-00212,Cross-Border Shoppers,National Market,Desktop,3,Three-touch,3,3,Paid Social,,Email,0,0,,,0.0,Paid Social > Referral > Email
MKG-00213,Research-Heavy Browsers,Regional Market,Desktop,2,Two-touch,1,2,Paid Social,Organic Search,Organic Search,1,1,2.0,2.0,121.13,Paid Social > Organic Search
MKG-00214,Cross-Border Shoppers,International Market,Mobile,2,Two-touch,2,2,Referral,,Direct,0,0,,,0.0,Referral > Direct
MKG-00215,Promo Responders,National Market,Desktop,4,Four-plus,3,4,Direct,,Email,0,0,,,0.0,Direct > Paid Social > Referral > Email
MKG-00216,Brand Returners,Core Market,Mobile,4,Four-plus,3,3,Referral,,Email,0,0,,,0.0,Referral > Organic Search > Organic Search > Email
MKG-00217,Cross-Border Shoppers,International Market,Desktop,3,Three-touch,2,2,Paid Search,Paid Search,Paid Search,1,1,6.0,6.0,152.87,Paid Search > Direct > Paid Search
MKG-00218,Research-Heavy Browsers,Regional Market,Desktop,2,Two-touch,2,2,Paid Search,Direct,Direct,1,1,7.0,7.0,146.97,Paid Search > Direct
MKG-00219,Promo Responders,Regional Market,Desktop,2,Two-touch,2,2,Email,Referral,Referral,1,1,6.0,6.0,160.23,Email > Referral
MKG-00220,Research-Heavy Browsers,Core Market,Mobile,3,Three-touch,3,2,Email,,Direct,0,0,,,0.0,Email > Direct > Direct
MKG-00221,Research-Heavy Browsers,National Market,Desktop,3,Three-touch,3,3,Paid Social,,Organic Search,0,0,,,0.0,Paid Social > Paid Search > Organic Search
MKG-00222,Research-Heavy Browsers,Regional Market,Desktop,4,Four-plus,4,3,Organic Search,Direct,Email,1,1,10.0,15.0,152.84,Organic Search > Email > Direct > Email
MKG-00223,Cross-Border Shoppers,International Market,Desktop,5,Four-plus,3,3,Organic Search,Organic Search,Direct,1,1,0.0,18.0,178.12,Organic Search > Direct > Paid Social > Direct > Direct
MKG-00224,Cross-Border Shoppers,International Market,Desktop,1,Single-touch,1,1,Direct,,Direct,0,0,,,0.0,Direct
MKG-00225,Research-Heavy Browsers,Core Market,Desktop,4,Four-plus,3,3,Paid Search,Organic Search,Direct,1,1,1.0,10.0,139.35,Paid Search > Organic Search > Direct > Direct
MKG-00226,Research-Heavy Browsers,Core Market,Mobile,1,Single-touch,1,1,Email,,Email,0,0,,,0.0,Email
MKG-00227,Brand Returners,Core Market,Desktop,2,Two-touch,0,2,Direct,Paid Search,Paid Search,1,1,4.0,4.0,123.68,Direct > Paid Search
MKG-00228,Research-Heavy Browsers,Core Market,Mobile,4,Four-plus,2,4,Email,Organic Search,Paid Search,1,1,14.0,15.0,134.41,Email > Direct > Organic Search > Paid Search
MKG-00229,Promo Responders,Regional Market,Mobile,3,Three-touch,2,2,Paid Social,,Paid Search,0,0,,,0.0,Paid Social > Paid Social > Paid Search
MKG-00230,Cross-Border Shoppers,International Market,Desktop,4,Four-plus,1,3,Paid Search,,Paid Social,0,0,,,0.0,Paid Search > Email > Paid Search > Paid Social
MKG-00231,Research-Heavy Browsers,Regional Market,Desktop,3,Three-touch,0,3,Email,Paid Social,Organic Search,1,0,3.0,,0.0,Email > Paid Social > Organic Search
MKG-00232,Promo Responders,Regional Market,Mobile,3,Three-touch,3,2,Direct,Direct,Paid Search,1,1,0.0,6.0,113.54,Direct > Direct > Paid Search
MKG-00233,Promo Responders,Regional Market,Desktop,3,Three-touch,1,2,Organic Search,,Paid Social,0,0,,,0.0,Organic Search > Paid Social > Paid Social
MKG-00234,Research-Heavy Browsers,Core Market,Tablet,5,Four-plus,2,3,Paid Social,Email,Email,1,0,14.0,,0.0,Paid Social > Direct > Email > Direct > Email
MKG-00235,Promo Responders,National Market,Mobile,1,Single-touch,0,1,Paid Social,,Paid Social,0,0,,,0.0,Paid Social
MKG-00236,Cross-Border Shoppers,International Market,Mobile,1,Single-touch,0,1,Paid Social,,Paid Social,0,0,,,0.0,Paid Social
MKG-00237,Research-Heavy Browsers,Regional Market,Mobile,1,Single-touch,0,1,Email,,Email,0,0,,,0.0,Email
MKG-00238,Research-Heavy Browsers,Core Market,Mobile,1,Single-touch,0,1,Email,Email,Email,1,1,0.0,0.0,88.37,Email
MKG-00239,Cross-Border Shoppers,International Market,Mobile,2,Two-touch,1,2,Paid Search,,Direct,0,0,,,0.0,Paid Search > Direct
MKG-00240,Research-Heavy Browsers,Core Market,Desktop,2,Two-touch,2,1,Organic Search,,Organic Search,0,0,,,0.0,Organic Search > Organic Search
MKG-00241,Cross-Border Shoppers,National Market,Desktop,4,Four-plus,2,3,Direct,,Paid Search,0,0,,,0.0,Direct > Paid Search > Organic Search > Paid Search
MKG-00242,Research-Heavy Browsers,Core Market,Tablet,3,Three-touch,1,3,Paid Search,Paid Search,Direct,1,1,0.0,6.0,141.36,Paid Search > Referral > Direct
MKG-00243,Research-Heavy Browsers,Core Market,Desktop,4,Four-plus,1,3,Email,Organic Search,Organic Search,1,1,3.0,9.0,149.82,Email > Paid Social > Organic Search > Organic Search
MKG-00244,Brand Returners,National Market,Desktop,2,Two-touch,1,2,Email,Paid Search,Paid Search,1,1,6.0,6.0,123.04,Email > Paid Search
MKG-00245,Promo Responders,Core Market,Mobile,4,Four-plus,4,2,Paid Search,Direct,Direct,1,1,3.0,10.0,141.34,Paid Search > Direct > Direct > Direct
MKG-00246,Research-Heavy Browsers,Regional Market,Mobile,1,Single-touch,1,1,Paid Social,,Paid Social,0,0,,,0.0,Paid Social
MKG-00247,Research-Heavy Browsers,Core Market,Tablet,1,Single-touch,0,1,Paid Search,,Paid Search,0,0,,,0.0,Paid Search
MKG-00248,Promo Responders,National Market,Desktop,1,Single-touch,1,1,Direct,,Direct,0,0,,,0.0,Direct
MKG-00249,Brand Returners,Regional Market,Mobile,2,Two-touch,1,2,Referral,Referral,Direct,1,1,0.0,4.0,148.57,Referral > Direct
MKG-00250,Research-Heavy Browsers,National Market,Desktop,2,Two-touch,1,2,Direct,Email,Email,1,1,4.0,4.0,138.33,Direct > Email
MKG-00251,Research-Heavy Browsers,Regional Market,Mobile,2,Two-touch,0,2,Organic Search,Organic Search,Email,1,1,0.0,5.0,133.9,Organic Search > Email
MKG-00252,Promo Responders,National Market,Desktop,3,Three-touch,2,3,Paid Search,,Organic Search,0,0,,,0.0,Paid Search > Direct > Organic Search
MKG-00253,Research-Heavy Browsers,National Market,Mobile,2,Two-touch,0,1,Paid Social,Paid Social,Paid Social,1,0,1.0,,0.0,Paid Social > Paid Social
MKG-00254,Research-Heavy Browsers,Core Market,Mobile,5,Four-plus,4,4,Organic Search,Organic Search,Email,1,1,0.0,22.0,162.21,Organic Search > Referral > Organic Search > Paid Search > Email
MKG-00255,Promo Responders,National Market,Desktop,2,Two-touch,2,2,Paid Search,Direct,Direct,1,1,9.0,9.0,139.96,Paid Search > Direct
MKG-00256,Research-Heavy Browsers,Regional Market,Desktop,1,Single-touch,1,1,Paid Search,,Paid Search,0,0,,,0.0,Paid Search
MKG-00257,Promo Responders,Core Market,Mobile,3,Three-touch,2,2,Organic Search,,Organic Search,0,0,,,0.0,Organic Search > Referral > Organic Search
MKG-00258,Cross-Border Shoppers,International Market,Desktop,4,Four-plus,3,4,Direct,Referral,Referral,1,1,8.0,8.0,147.88,Direct > Paid Search > Organic Search > Referral
MKG-00259,Cross-Border Shoppers,International Market,Mobile,4,Four-plus,3,3,Referral,Referral,Referral,1,1,13.0,13.0,135.37,Referral > Email > Direct > Referral
MKG-00260,Research-Heavy Browsers,Regional Market,Mobile,3,Three-touch,1,3,Email,Referral,Paid Search,1,1,8.0,14.0,101.44,Email > Referral > Paid Search
MKG-00261,Research-Heavy Browsers,Core Market,Mobile,5,Four-plus,4,4,Organic Search,Organic Search,Paid Social,1,1,0.0,13.0,143.06,Organic Search > Direct > Email > Email > Paid Social
MKG-00262,Brand Returners,Core Market,Desktop,1,Single-touch,0,1,Organic Search,Organic Search,Organic Search,1,0,0.0,,0.0,Organic Search
MKG-00263,Research-Heavy Browsers,Core Market,Mobile,1,Single-touch,1,1,Paid Social,,Paid Social,0,0,,,0.0,Paid Social
MKG-00264,Brand Returners,National Market,Mobile,3,Three-touch,2,2,Paid Search,Direct,Direct,1,0,5.0,,0.0,Paid Search > Direct > Direct
MKG-00265,Cross-Border Shoppers,International Market,Desktop,1,Single-touch,1,1,Referral,,Referral,0,0,,,0.0,Referral
MKG-00266,Research-Heavy Browsers,Regional Market,Desktop,1,Single-touch,1,1,Organic Search,,Organic Search,0,0,,,0.0,Organic Search
MKG-00267,Research-Heavy Browsers,Regional Market,Desktop,3,Three-touch,2,2,Organic Search,Direct,Direct,1,1,8.0,8.0,147.25,Organic Search > Direct > Direct
MKG-00268,Promo Responders,National Market,Mobile,3,Three-touch,2,3,Email,Direct,Organic Search,1,1,8.0,10.0,146.73,Email > Direct > Organic Search
MKG-00269,Promo Responders,National Market,Desktop,2,Two-touch,2,2,Paid Search,Paid Search,Referral,1,0,0.0,,0.0,Paid Search > Referral
MKG-00270,Research-Heavy Browsers,Core Market,Mobile,2,Two-touch,2,2,Email,,Direct,0,0,,,0.0,Email > Direct
MKG-00271,Research-Heavy Browsers,Regional Market,Mobile,1,Single-touch,1,1,Paid Search,,Paid Search,0,0,,,0.0,Paid Search
MKG-00272,Brand Returners,National Market,Desktop,4,Four-plus,3,2,Direct,,Direct,0,0,,,0.0,Direct > Organic Search > Organic Search > Direct
MKG-00273,Promo Responders,National Market,Mobile,4,Four-plus,1,3,Paid Social,Direct,Direct,1,0,17.0,,0.0,Paid Social > Paid Social > Paid Search > Direct
MKG-00274,Cross-Border Shoppers,International Market,Desktop,5,Four-plus,4,4,Direct,Direct,Paid Search,1,1,0.0,23.0,137.55,Direct > Email > Direct > Referral > Paid Search
MKG-00275,Research-Heavy Browsers,Core Market,Desktop,1,Single-touch,1,1,Direct,,Direct,0,0,,,0.0,Direct
MKG-00276,Cross-Border Shoppers,International Market,Mobile,4,Four-plus,2,2,Email,Direct,Direct,1,0,12.0,,0.0,Email > Direct > Direct > Direct
MKG-00277,Research-Heavy Browsers,Core Market,Desktop,5,Four-plus,5,4,Direct,Paid Social,Direct,1,1,12.0,19.0,170.44,Direct > Organic Search > Paid Social > Referral > Direct
MKG-00278,Brand Returners,Regional Market,Mobile,4,Four-plus,4,3,Paid Search,Paid Search,Organic Search,1,1,6.0,12.0,146.72,Paid Search > Paid Search > Email > Organic Search
MKG-00279,Brand Returners,National Market,Mobile,1,Single-touch,0,1,Paid Search,Paid Search,Paid Search,1,1,0.0,0.0,108.7,Paid Search
MKG-00280,Research-Heavy Browsers,Core Market,Desktop,1,Single-touch,1,1,Paid Social,,Paid Social,0,0,,,0.0,Paid Social
MKG-00281,Promo Responders,National Market,Mobile,3,Three-touch,2,1,Direct,Direct,Direct,1,0,8.0,,0.0,Direct > Direct > Direct
MKG-00282,Research-Heavy Browsers,Core Market,Mobile,3,Three-touch,1,3,Paid Search,,Direct,0,0,,,0.0,Paid Search > Referral > Direct
MKG-00283,Cross-Border Shoppers,International Market,Desktop,3,Three-touch,2,2,Paid Social,Email,Email,1,1,8.0,8.0,135.91,Paid Social > Email > Email
MKG-00284,Promo Responders,National Market,Mobile,3,Three-touch,2,3,Direct,Paid Social,Email,1,1,3.0,5.0,145.71,Direct > Paid Social > Email
MKG-00285,Cross-Border Shoppers,International Market,Desktop,5,Four-plus,4,4,Direct,Direct,Organic Search,1,1,17.0,24.0,143.01,Direct > Referral > Paid Social > Direct > Organic Search
MKG-00286,Cross-Border Shoppers,International Market,Mobile,3,Three-touch,1,3,Referral,Organic Search,Organic Search,1,1,11.0,11.0,129.32,Referral > Paid Search > Organic Search
MKG-00287,Research-Heavy Browsers,Regional Market,Desktop,3,Three-touch,1,3,Paid Social,Direct,Direct,1,0,9.0,,0.0,Paid Social > Email > Direct
MKG-00288,Research-Heavy Browsers,National Market,Desktop,5,Four-plus,3,2,Direct,Email,Email,1,0,9.0,,0.0,Direct > Email > Email > Direct > Email
MKG-00289,Brand Returners,National Market,Desktop,1,Single-touch,1,1,Email,,Email,0,0,,,0.0,Email
MKG-00290,Cross-Border Shoppers,International Market,Desktop,2,Two-touch,2,2,Direct,,Referral,0,0,,,0.0,Direct > Referral
MKG-00291,Promo Responders,Core Market,Mobile,2,Two-touch,0,2,Paid Search,,Paid Social,0,0,,,0.0,Paid Search > Paid Social
MKG-00292,Cross-Border Shoppers,International Market,Mobile,5,Four-plus,4,4,Email,Paid Social,Direct,1,1,4.0,9.0,166.42,Email > Direct > Paid Social > Organic Search > Direct
MKG-00293,Promo Responders,Regional Market,Desktop,3,Three-touch,3,2,Email,Email,Email,1,1,0.0,10.0,155.29,Email > Direct > Email
MKG-00294,Cross-Border Shoppers,International Market,Mobile,1,Single-touch,0,1,Email,,Email,0,0,,,0.0,Email
MKG-00295,Research-Heavy Browsers,Regional Market,Desktop,2,Two-touch,2,2,Organic Search,Organic Search,Referral,1,1,0.0,7.0,131.29,Organic Search > Referral
MKG-00296,Brand Returners,National Market,Mobile,3,Three-touch,3,2,Referral,,Paid Search,0,0,,,0.0,Referral > Paid Search > Paid Search
MKG-00297,Research-Heavy Browsers,Regional Market,Desktop,2,Two-touch,1,1,Paid Social,,Paid Social,0,0,,,0.0,Paid Social > Paid Social
MKG-00298,Research-Heavy Browsers,Core Market,Desktop,1,Single-touch,0,1,Direct,,Direct,0,0,,,0.0,Direct
MKG-00299,Research-Heavy Browsers,National Market,Tablet,3,Three-touch,2,2,Paid Search,Direct,Paid Search,1,1,1.0,3.0,131.35,Paid Search > Direct > Paid Search
MKG-00300,Promo Responders,Core Market,Desktop,1,Single-touch,1,1,Referral,,Referral,0,0,,,0.0,Referral
MKG-00301,Promo Responders,National Market,Desktop,4,Four-plus,3,3,Paid Social,Paid Search,Referral,1,0,6.0,,0.0,Paid Social > Paid Search > Paid Search > Referral
MKG-00302,Brand Returners,National Market,Desktop,1,Single-touch,1,1,Email,,Email,0,0,,,0.0,Email
MKG-00303,Promo Responders,Regional Market,Desktop,3,Three-touch,3,3,Email,Email,Paid Search,1,0,0.0,,0.0,Email > Direct > Paid Search
MKG-00304,Research-Heavy Browsers,Core Market,Desktop,3,Three-touch,2,2,Paid Social,Paid Social,Email,1,1,0.0,2.0,114.2,Paid Social > Email > Email
MKG-00305,Research-Heavy Browsers,Regional Market,Desktop,2,Two-touch,1,1,Paid Search,,Paid Search,0,0,,,0.0,Paid Search > Paid Search
MKG-00306,Brand Returners,National Market,Mobile,3,Three-touch,1,3,Organic Search,,Direct,0,0,,,0.0,Organic Search > Referral > Direct
MKG-00307,Research-Heavy Browsers,Core Market,Tablet,2,Two-touch,0,2,Paid Search,Paid Search,Referral,1,0,0.0,,0.0,Paid Search > Referral
MKG-00308,Brand Returners,National Market,Desktop,3,Three-touch,2,2,Direct,Paid Social,Direct,1,1,5.0,8.0,126.72,Direct > Paid Social > Direct
MKG-00309,Brand Returners,Core Market,Desktop,2,Two-touch,2,2,Paid Search,,Email,0,0,,,0.0,Paid Search > Email
MKG-00310,Promo Responders,National Market,Mobile,1,Single-touch,0,1,Email,,Email,0,0,,,0.0,Email
MKG-00311,Research-Heavy Browsers,Core Market,Mobile,2,Two-touch,1,2,Email,,Organic Search,0,0,,,0.0,Email > Organic Search
MKG-00312,Research-Heavy Browsers,Core Market,Mobile,2,Two-touch,1,2,Email,,Paid Social,0,0,,,0.0,Email > Paid Social
MKG-00313,Promo Responders,National Market,Desktop,5,Four-plus,3,2,Email,Direct,Email,1,1,10.0,20.0,153.98,Email > Direct > Direct > Direct > Email
MKG-00314,Brand Returners,National Market,Tablet,2,Two-touch,0,2,Email,,Referral,0,0,,,0.0,Email > Referral
MKG-00315,Research-Heavy Browsers,Regional Market,Desktop,2,Two-touch,2,2,Referral,,Email,0,0,,,0.0,Referral > Email
MKG-00316,Promo Responders,Regional Market,Desktop,3,Three-touch,2,2,Direct,Paid Social,Paid Social,1,0,10.0,,0.0,Direct > Paid Social > Paid Social
MKG-00317,Cross-Border Shoppers,National Market,Mobile,4,Four-plus,4,4,Referral,,Email,0,0,,,0.0,Referral > Paid Search > Organic Search > Email
MKG-00318,Promo Responders,National Market,Desktop,3,Three-touch,2,3,Paid Search,Organic Search,Organic Search,1,0,10.0,,0.0,Paid Search > Direct > Organic Search
MKG-00319,Research-Heavy Browsers,Regional Market,Desktop,3,Three-touch,2,2,Paid Social,Paid Social,Organic Search,1,1,0.0,6.0,150.99,Paid Social > Organic Search > Organic Search
